                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    485,                0.74178,                0.71429,                0.45419,                0.85312,                0.94475,                0.92171,                0.93819,                0.70707,                0.93344,                0.91103,                0.92239,                0.51715,                0.78903,                 1.3379,                0.47875,                0.96173,              0.0052084,              0.0052084,              0.0052084
                    486,                 0.7525,                0.80458,                0.46609,                0.85163,                0.91693,                0.94271,                0.93957,                0.70517,                0.93775,                0.91141,                0.93276,                0.51501,                0.82115,                 1.4691,                 0.4746,                0.95435,              0.0051985,              0.0051985,              0.0051985
                    487,                0.73947,                0.69359,                0.45926,                0.85443,                0.92699,                0.94893,                0.94353,                0.70802,                0.92352,                0.94537,                0.94211,                0.52652,                0.83164,                 1.6959,                0.49679,                0.94912,              0.0051886,              0.0051886,              0.0051886
                    488,                0.73306,                0.69687,                0.45224,                 0.8539,                0.93168,                0.94662,                0.93949,                0.70464,                0.92107,                0.93594,                0.93543,                0.53051,                0.81496,                 1.5481,                0.47894,                0.94509,              0.0051787,              0.0051787,              0.0051787
                    489,                   0.71,                0.69369,                0.44976,                0.85744,                0.94156,                0.94306,                0.93788,                0.71754,                0.93196,                 0.9261,                0.93182,                0.51485,                0.82184,                 1.5269,                0.46797,                0.93901,              0.0051688,              0.0051688,              0.0051688
                    490,                0.73044,                0.71157,                0.44427,                   0.86,                0.93284,                0.93917,                0.93757,                0.71869,                0.92336,                0.91815,                0.92426,                0.50368,                0.81757,                 1.7167,                0.46133,                0.93429,              0.0051589,              0.0051589,              0.0051589
                    491,                0.73092,                0.68871,                0.45717,                0.85587,                0.94562,                0.92826,                0.94313,                0.71949,                0.93098,                 0.9121,                0.91889,                0.50932,                 0.7818,                 1.6503,                0.46047,                0.93391,               0.005149,               0.005149,               0.005149
                    492,                0.73879,                0.71856,                0.45886,                 0.8559,                0.94214,                0.92713,                0.94645,                0.72507,                0.91682,                0.90222,                0.91125,                0.50335,                0.81311,                 1.6456,                0.46603,                0.93883,              0.0051391,              0.0051391,              0.0051391
                    493,                0.73109,                0.68631,                0.44898,                0.86099,                0.94259,                0.93485,                0.95227,                0.73292,                0.93743,                0.91103,                0.92576,                0.51944,                0.80014,                 1.4943,                0.45658,                0.93146,              0.0051292,              0.0051292,              0.0051292
                    494,                0.72782,                0.68636,                0.45515,                0.85506,                0.95622,                0.93284,                0.95325,                0.73454,                 0.9449,                0.91538,                0.93526,                0.53228,                0.78583,                 1.4485,                0.46573,                0.92986,              0.0051193,              0.0051193,              0.0051193
                    495,                0.74812,                0.68713,                 0.4613,                0.85842,                0.93915,                0.93365,                0.94584,                0.73165,                0.92841,                0.92297,                0.93369,                0.52653,                0.81376,                 1.4917,                0.53316,                0.95215,              0.0051094,              0.0051094,              0.0051094
                    496,                0.70564,                0.67811,                0.44105,                0.85258,                0.93517,                0.93594,                0.94817,                0.73793,                0.93161,                0.93238,                0.93855,                 0.5348,                0.80891,                 1.3834,                0.52171,                 0.9737,              0.0050995,              0.0050995,              0.0050995
                    497,                0.75283,                0.72551,                 0.4635,                0.86264,                0.93142,                 0.9395,                0.94226,                 0.7261,                0.92087,                0.92883,                0.91614,                0.52658,                0.78633,                 1.3901,                0.51337,                0.94765,              0.0050896,              0.0050896,              0.0050896
                    498,                0.73932,                0.70174,                0.45179,                0.85651,                0.93022,                0.94878,                0.93981,                0.72174,                0.91744,                0.92171,                0.90796,                0.52058,                0.76772,                 1.5842,                0.52255,                0.93989,              0.0050797,              0.0050797,              0.0050797
                    499,                0.74654,                0.69649,                0.45768,                0.85608,                0.94581,                0.94306,                0.93903,                0.71791,                0.93229,                0.93104,                0.90955,                0.51835,                0.75135,                 1.6575,                0.46188,                0.93295,              0.0050698,              0.0050698,              0.0050698
                    500,                0.72296,                0.67295,                0.45574,                0.84579,                0.94857,                0.93594,                0.94598,                 0.7201,                0.93047,                0.91815,                0.90996,                0.51404,                0.78704,                 1.8067,                0.47393,                 0.9338,              0.0050599,              0.0050599,              0.0050599
                    501,                0.70882,                0.67983,                0.44904,                  0.846,                0.95596,                0.92705,                0.94936,                0.72142,                0.93395,                0.90584,                0.91154,                0.50259,                0.77797,                  1.788,                0.46911,                0.93206,                0.00505,                0.00505,                0.00505
                    502,                0.73254,                0.70739,                0.45498,                0.85595,                0.95856,                0.92883,                0.94568,                0.71813,                0.93721,                0.90297,                0.90458,                0.50839,                0.80718,                 1.6112,                0.47926,                0.93143,              0.0050401,              0.0050401,              0.0050401
                    503,                0.75116,                0.69281,                0.46413,                0.85243,                0.95168,                0.93594,                0.94014,                0.72519,                0.93721,                0.92171,                0.91388,                 0.5142,                0.76616,                 1.4767,                0.47401,                0.93017,              0.0050302,              0.0050302,              0.0050302
                    504,                0.72224,                0.68212,                0.44979,                0.85239,                0.94828,                 0.9395,                0.94479,                0.73591,                0.93026,                0.92171,                0.91169,                0.51743,                0.76125,                 1.4647,                0.45129,                0.92786,              0.0050203,              0.0050203,              0.0050203
                    505,                0.72467,                 0.6923,                0.45299,                0.85906,                 0.9491,                0.92892,                0.94853,                0.73085,                0.93789,                0.91353,                0.92367,                0.53672,                0.76657,                    1.4,                0.45209,                0.93931,              0.0050104,              0.0050104,              0.0050104
                    506,                0.73257,                0.70618,                0.45425,                0.85345,                0.93778,                0.93238,                  0.947,                0.72407,                0.91989,                0.91459,                0.92476,                 0.5279,                0.77389,                   1.46,                0.47261,                0.94245,              0.0050005,              0.0050005,              0.0050005
                    507,                 0.7325,                0.69812,                0.45446,                0.85499,                0.92273,                0.94306,                0.94209,                0.72421,                0.90181,                0.92171,                0.91193,                0.51899,                0.77139,                 1.4396,                0.44851,                 0.9423,              0.0049906,              0.0049906,              0.0049906
                    508,                0.69887,                0.71064,                0.43908,                0.84456,                0.92385,                0.94662,                0.94167,                 0.7205,                0.90619,                0.92883,                0.91804,                0.51375,                0.80454,                 1.4944,                0.45738,                0.95075,              0.0049807,              0.0049807,              0.0049807
                    509,                0.71538,                0.67016,                 0.4454,                0.85111,                0.92412,                0.95018,                0.93587,                0.71523,                0.91032,                0.93918,                0.91922,                0.51375,                0.80978,                 1.4733,                0.48218,                 0.9514,              0.0049708,              0.0049708,              0.0049708
                    510,                0.74203,                 0.7077,                0.45494,                0.85116,                0.93442,                0.94306,                0.93911,                0.71735,                0.92023,                0.92883,                0.91987,                0.51023,                0.83266,                 1.4927,                0.45962,                0.94724,              0.0049609,              0.0049609,              0.0049609
                    511,                0.71346,                0.70901,                0.44631,                0.84985,                 0.9535,                0.92883,                0.93995,                0.71879,                0.93789,                0.91362,                0.91592,                0.51676,                 0.7857,                 1.4574,                0.46666,                0.94191,               0.004951,               0.004951,               0.004951
                    512,                0.71922,                0.69688,                0.44438,                0.84867,                 0.9327,                0.95374,                0.94016,                 0.7153,                0.90834,                0.92883,                0.91117,                0.50969,                 0.7849,                 1.5305,                0.47727,                0.94009,              0.0049411,              0.0049411,              0.0049411
                    513,                0.73423,                0.71398,                0.45816,                0.85707,                0.93253,                 0.9395,                0.93823,                0.71675,                0.91481,                0.92171,                0.90288,                0.51433,                0.80149,                 1.5864,                0.46616,                0.94558,              0.0049312,              0.0049312,              0.0049312
                    514,                0.71355,                0.67023,                0.44161,                0.85189,                0.93494,                0.93238,                0.93488,                0.71055,                0.90996,                0.90747,                0.89134,                0.50097,                0.81331,                 1.5381,                0.47576,                0.95112,              0.0049213,              0.0049213,              0.0049213
                    515,                0.72914,                0.70176,                0.44894,                0.85295,                 0.9422,                0.92821,                0.93714,                0.71933,                0.92775,                0.91398,                 0.9144,                0.50975,                0.77287,                 1.4185,                0.46452,                0.94908,              0.0049114,              0.0049114,              0.0049114
                    516,                0.71664,                0.67263,                0.46076,                0.85625,                  0.933,                0.94152,                0.93918,                 0.7236,                0.92594,                 0.9344,                 0.9245,                0.51501,                0.76458,                 1.4104,                0.44333,                0.94636,              0.0049015,              0.0049015,              0.0049015
                    517,                0.72933,                0.68367,                0.44689,                0.84772,                0.94276,                0.93776,                 0.9406,                0.71429,                0.92845,                0.92357,                0.92444,                0.51942,                0.78295,                 1.4818,                0.45012,                0.94355,              0.0048916,              0.0048916,              0.0048916
                    518,                 0.7224,                  0.678,                0.44692,                0.85031,                0.94742,                0.95018,                0.94341,                0.72108,                0.92959,                0.93238,                0.93247,                0.52448,                0.78433,                 1.4449,                0.44684,                0.94511,              0.0048817,              0.0048817,              0.0048817
                    519,                0.73233,                0.69413,                0.45788,                0.85348,                0.94601,                0.95018,                0.95232,                0.72454,                 0.9283,                0.93238,                0.92436,                0.51973,                0.83512,                 1.5009,                0.45191,                0.95237,              0.0048718,              0.0048718,              0.0048718
                    520,                0.73993,                0.69375,                0.45328,                 0.8485,                0.94677,                0.94938,                0.95014,                0.73581,                0.93522,                0.92481,                0.93389,                0.53376,                0.81597,                 1.3975,                  0.452,                0.94668,              0.0048619,              0.0048619,              0.0048619
                    521,                0.74189,                0.69404,                0.46019,                0.85804,                0.95384,                0.93238,                0.95232,                0.73109,                0.93927,                0.91815,                0.92926,                0.52218,                0.82129,                 1.5182,                0.47447,                0.95185,               0.004852,               0.004852,               0.004852
                    522,                 0.7138,                0.67207,                0.45024,                0.85147,                0.94907,                0.92883,                0.95762,                0.72323,                0.93477,                0.90747,                0.92479,                0.51994,                 0.8383,                 1.7129,                0.50643,                 0.9662,              0.0048421,              0.0048421,              0.0048421
                    523,                0.70277,                0.66904,                0.44774,                0.84808,                0.92702,                0.94933,                0.95638,                0.72294,                 0.9436,                0.90036,                0.93591,                0.53028,                0.81534,                 1.5425,                  0.492,                0.95471,              0.0048322,              0.0048322,              0.0048322
                    524,                0.70265,                  0.665,                0.44154,                0.85345,                0.93481,                0.94662,                0.95825,                 0.7253,                0.93116,                0.91457,                0.93211,                0.54058,                0.79731,                 1.4174,                0.45853,                0.95225,              0.0048223,              0.0048223,              0.0048223
                    525,                0.72189,                0.68386,                0.45302,                 0.8552,                0.94523,                0.94306,                0.95034,                0.72038,                0.93212,                0.92847,                0.92468,                0.53586,                0.79882,                   1.31,                0.45614,                0.95279,              0.0048124,              0.0048124,              0.0048124
                    526,                0.71087,                0.68359,                0.44337,                0.85305,                0.94707,                 0.9395,                0.94748,                0.71496,                0.93321,                0.91815,                 0.9197,                0.53139,                  0.806,                 1.3378,                0.44742,                0.94758,              0.0048025,              0.0048025,              0.0048025
                    527,                0.71554,                 0.6804,                0.44516,                0.85411,                0.95302,                0.92883,                0.94338,                0.72839,                0.94015,                0.89448,                0.91203,                0.52293,                0.78664,                 1.5145,                0.44936,                0.94449,              0.0047926,              0.0047926,              0.0047926
                    528,                0.71559,                 0.7006,                  0.447,                0.84645,                0.94578,                0.92883,                0.94449,                0.73315,                0.94695,                0.88939,                 0.9103,                0.50445,                0.77904,                 1.5668,                0.47321,                0.93866,              0.0047827,              0.0047827,              0.0047827
                    529,                0.71552,                0.67308,                 0.4495,                0.84883,                0.94672,                0.94843,                0.94897,                0.73562,                0.92319,                0.91459,                0.91274,                0.50238,                0.76319,                  1.641,                0.47948,                0.92963,              0.0047728,              0.0047728,              0.0047728
                    530,                0.72177,                0.69078,                0.45047,                0.85028,                0.95646,                0.93814,                0.95342,                0.73083,                 0.9421,                0.91459,                0.92626,                0.51166,                0.76257,                 1.6109,                0.46155,                 0.9287,              0.0047629,              0.0047629,              0.0047629
                    531,                0.72472,                0.68853,                0.47226,                0.87654,                0.95864,                0.94662,                0.95318,                 0.7299,                0.94869,                0.92127,                0.93219,                0.51685,                0.74595,                 1.4578,                0.44833,                0.93527,               0.004753,               0.004753,               0.004753
                    532,                0.71252,                0.69159,                 0.4429,                0.85204,                0.95352,                0.94911,                0.94965,                0.72555,                0.94434,                0.90569,                0.92362,                0.52017,                0.76874,                 1.5377,                0.44055,                0.93895,              0.0047431,              0.0047431,              0.0047431
                    533,                0.70035,                0.66421,                0.43782,                0.84432,                0.94008,                0.94912,                0.94924,                0.72698,                0.93651,                0.91459,                0.92585,                0.52924,                0.78321,                  1.534,                0.44201,                0.94157,              0.0047332,              0.0047332,              0.0047332
                    534,                0.70772,                0.68693,                0.43736,                0.85112,                0.94677,                0.93238,                0.94368,                0.71891,                0.92871,                0.91459,                0.91946,                0.51442,                0.80019,                 1.4891,                0.44924,                 0.9458,              0.0047233,              0.0047233,              0.0047233
                    535,                 0.7189,                0.67258,                0.44461,                0.85239,                0.94665,                0.94711,                0.95489,                0.72693,                0.93311,                0.91459,                0.92152,                0.51994,                0.82047,                 1.5082,                 0.4568,                0.95149,              0.0047134,              0.0047134,              0.0047134
                    536,                0.72706,                0.68741,                0.45279,                0.85222,                0.95014,                0.94951,                0.94563,                0.71862,                0.92878,                0.92816,                0.91988,                0.52002,                 0.8358,                 1.5652,                0.45513,                0.94845,              0.0047035,              0.0047035,              0.0047035
                    537,                0.72224,                 0.6771,                0.44765,                0.85778,                0.94986,                0.94377,                0.94298,                0.71159,                0.92918,                0.92171,                0.91029,                0.50043,                0.84599,                 1.6801,                0.45463,                0.94997,              0.0046936,              0.0046936,              0.0046936
                    538,                0.70835,                0.67988,                 0.4429,                0.85426,                 0.9504,                0.94662,                0.94778,                0.71482,                0.93053,                0.92527,                0.91577,                0.50142,                0.86865,                 1.6202,                 0.4549,                 0.9593,              0.0046837,              0.0046837,              0.0046837
                    539,                0.70619,                0.66192,                0.43407,                 0.8531,                0.94928,                0.95374,                0.95248,                0.72237,                0.93158,                0.92527,                0.91603,                0.50723,                0.87365,                 1.5477,                0.44556,                0.94625,              0.0046738,              0.0046738,              0.0046738
                    540,                 0.7004,                0.66725,                 0.4392,                0.85679,                0.95347,                0.95374,                0.95341,                0.72733,                0.93487,                0.91946,                0.92224,                0.53393,                0.83483,                   1.41,                0.43832,                0.93967,              0.0046639,              0.0046639,              0.0046639
                    541,                0.68683,                0.69047,                0.43911,                0.86229,                0.94642,                0.95018,                0.95182,                0.73202,                0.93215,                0.93594,                0.93146,                0.53534,                0.82377,                 1.4251,                0.44537,                0.93414,               0.004654,               0.004654,               0.004654
                    542,                0.69108,                0.65855,                0.43262,                 0.8541,                0.95315,                0.94124,                0.94746,                0.71813,                0.93154,                0.92002,                0.92323,                0.51839,                0.82608,                 1.6677,                0.45558,                0.93929,              0.0046441,              0.0046441,              0.0046441
                    543,                0.72173,                0.65349,                0.44746,                0.85051,                0.95368,                 0.9395,                0.94647,                0.72103,                0.94178,                0.91459,                0.91285,                0.49962,                0.84451,                 1.8278,                0.47978,                0.94053,              0.0046342,              0.0046342,              0.0046342
                    544,                0.70504,                0.65586,                0.43622,                0.85415,                0.94875,                0.94662,                0.94772,                0.72941,                0.94423,                0.92171,                0.91864,                 0.5157,                0.83567,                 1.7031,                0.49218,                0.93424,              0.0046243,              0.0046243,              0.0046243
                    545,                 0.6925,                0.64621,                0.43162,                0.85028,                0.94672,                 0.9486,                0.94039,                0.73227,                0.92012,                0.92171,                0.92163,                0.50671,                0.81389,                 1.7394,                0.49028,                0.94355,              0.0046144,              0.0046144,              0.0046144
                    546,                0.68253,                0.64027,                0.43408,                0.84593,                0.95114,                0.94306,                0.94971,                0.74131,                0.93612,                0.92883,                0.93323,                0.51902,                0.83605,                 1.6442,                0.47012,                0.95392,              0.0046045,              0.0046045,              0.0046045
                    547,                 0.6819,                0.66134,                0.43168,                0.84919,                0.94981,                0.94291,                0.93998,                0.72565,                0.93098,                0.91202,                0.91415,                0.50521,                0.83414,                  1.606,                0.47241,                0.95198,              0.0045946,              0.0045946,              0.0045946
                    548,                0.71447,                0.70394,                 0.4442,                0.85442,                0.95635,                0.93557,                0.93817,                0.71898,                0.93621,                0.91459,                0.91597,                0.52211,                0.80853,                 1.3944,                0.47286,                0.95148,              0.0045847,              0.0045847,              0.0045847
                    549,                0.69991,                0.66224,                0.43816,                 0.8509,                0.94492,                 0.9395,                0.93662,                0.71984,                 0.9343,                0.91097,                 0.9086,                0.52169,                0.78739,                 1.4058,                0.47089,                0.94358,              0.0045748,              0.0045748,              0.0045748
                    550,                0.68669,                0.67339,                0.43089,                0.85274,                0.95293,                0.93664,                0.93807,                0.72184,                 0.9406,                0.91815,                0.92712,                0.51819,                0.77065,                 1.4014,                0.45897,                0.94089,              0.0045649,              0.0045649,              0.0045649
                    551,                0.69977,                0.66768,                0.43478,                 0.8463,                 0.9578,                0.94306,                0.94107,                0.72319,                0.94695,                0.93238,                0.93976,                0.52374,                0.77943,                 1.3905,                 0.4673,                0.93874,               0.004555,               0.004555,               0.004555
                    552,                0.71353,                0.66167,                0.44244,                0.85184,                0.96041,                0.94958,                0.94314,                0.73226,                0.93522,                0.92472,                0.91457,                0.51878,                0.79359,                 1.4854,                0.48352,                0.94134,              0.0045451,              0.0045451,              0.0045451
                    553,                  0.708,                0.64962,                0.44069,                0.84738,                0.95195,                0.95018,                0.94233,                0.72089,                0.92342,                0.92171,                0.91152,                0.51603,                0.82797,                 1.6515,                0.53357,                0.95964,              0.0045352,              0.0045352,              0.0045352
                    554,                0.73603,                0.68516,                0.45002,                0.84914,                0.94695,                0.94306,                0.94383,                0.71614,                0.92895,                0.92527,                0.92178,                0.54362,                0.82886,                 1.5855,                0.55144,                 1.0007,              0.0045253,              0.0045253,              0.0045253
                    555,                0.69916,                0.67551,                 0.4315,                 0.8527,                0.94267,                0.94662,                 0.9407,                0.72119,                0.92136,                0.92527,                0.91651,                0.54172,                0.82284,                 1.4088,                0.52472,                 1.0115,              0.0045154,              0.0045154,              0.0045154
                    556,                0.72836,                0.65979,                0.46114,                0.86162,                0.94984,                0.94354,                0.93921,                0.71923,                0.94269,                0.93662,                0.93456,                0.54247,                0.79303,                 1.3782,                 0.4888,                0.96321,              0.0045055,              0.0045055,              0.0045055
                    557,                0.70035,                 0.6676,                 0.4406,                0.85128,                 0.9393,                0.94662,                0.94199,                0.71806,                0.92162,                0.92883,                0.92523,                0.52612,                 0.7904,                 1.3723,                0.48608,                0.95193,              0.0044956,              0.0044956,              0.0044956
                    558,                0.70375,                0.65515,                 0.4337,                0.85184,                0.94566,                0.94662,                0.94668,                0.72525,                0.92781,                0.92883,                  0.932,                0.52679,                0.78262,                 1.3012,                0.48266,                0.94276,              0.0044857,              0.0044857,              0.0044857
                    559,                0.70871,                  0.638,                0.43892,                0.84696,                0.94656,                0.94554,                0.94751,                0.72614,                0.92519,                0.92418,                0.92342,                0.51355,                 0.8112,                 1.3941,                0.50784,                0.94083,              0.0044758,              0.0044758,              0.0044758
                    560,                 0.7122,                0.67863,                0.43545,                0.84462,                0.95047,                0.94306,                0.94393,                0.72733,                0.92889,                0.92171,                0.92094,                0.52263,                0.80342,                 1.4951,                0.50379,                0.93333,              0.0044659,              0.0044659,              0.0044659
                    561,                0.68945,                0.67498,                0.43739,                0.85008,                0.94875,                0.94306,                0.94263,                 0.7305,                0.93379,                0.91459,                0.92528,                 0.5266,                0.80349,                 1.5633,                  0.503,                0.93887,               0.004456,               0.004456,               0.004456
                    562,                 0.6854,                0.65811,                0.42537,                0.84744,                0.94238,                0.94662,                 0.9469,                0.72362,                0.91754,                0.92171,                 0.9107,                0.52453,                 0.8139,                 1.5407,                0.51318,                0.94321,              0.0044461,              0.0044461,              0.0044461
                    563,                0.69191,                 0.6808,                0.43307,                0.85202,                0.95657,                0.94062,                0.94758,                0.72319,                0.93486,                0.91927,                0.92057,                0.52201,                0.80667,                 1.5959,                 0.4701,                0.95027,              0.0044362,              0.0044362,              0.0044362
                    564,                 0.6917,                0.65247,                0.43629,                0.84838,                0.96334,                0.93525,                0.94759,                0.72417,                0.95201,                0.91775,                0.93086,                 0.5261,                  0.797,                 1.6136,                0.47606,                0.94301,              0.0044263,              0.0044263,              0.0044263
                    565,                0.67657,                0.67379,                0.42446,                0.84707,                0.96202,                0.92883,                0.94621,                0.72149,                0.94441,                0.90686,                0.91633,                0.51872,                0.83187,                  1.634,                0.49022,                0.94942,              0.0044164,              0.0044164,              0.0044164
                    566,                0.68082,                0.66805,                0.42279,                0.84572,                0.94986,                0.94385,                 0.9369,                0.72373,                0.93195,                0.92606,                0.90881,                 0.5151,                0.79025,                 1.5195,                0.47733,                0.93155,              0.0044065,              0.0044065,              0.0044065
                    567,                0.68716,                0.66795,                0.42935,                0.84977,                0.95291,                0.94662,                0.93992,                0.72552,                0.93988,                0.93238,                0.91123,                 0.5129,                0.77643,                  1.472,                0.47858,                0.92237,              0.0043966,              0.0043966,              0.0043966
                    568,                0.68874,                0.69455,                0.43585,                0.84716,                0.95683,                0.94644,                0.94315,                0.73775,                0.94244,                0.93231,                0.92566,                0.52445,                0.76947,                 1.5622,                0.48403,                 0.9258,              0.0043867,              0.0043867,              0.0043867
                    569,                0.69241,                0.62715,                0.44083,                0.85107,                 0.9635,                0.93935,                0.94877,                0.74048,                 0.9489,                0.92511,                0.93303,                0.53106,                0.80189,                 1.6113,                0.47991,                 0.9371,              0.0043768,              0.0043768,              0.0043768
                    570,                0.70965,                0.64003,                0.43818,                0.85126,                0.94765,                0.95018,                0.94404,                0.73579,                0.94083,                0.91815,                0.91502,                0.52184,                0.79248,                 1.6459,                0.45743,                0.94251,              0.0043669,              0.0043669,              0.0043669
                    571,                0.72229,                0.64356,                0.44793,                0.84901,                0.95215,                0.95374,                0.94278,                0.74785,                0.93234,                 0.9317,                0.91285,                0.52653,                0.79429,                 1.6375,                0.45147,                   0.93,               0.004357,               0.004357,               0.004357
                    572,                0.68632,                0.64862,                0.43054,                0.85071,                0.95346,                0.94784,                0.94277,                0.74272,                0.94746,                0.92527,                0.92152,                0.53084,                0.79242,                 1.5748,                0.46281,                0.93229,              0.0043471,              0.0043471,              0.0043471
                    573,                0.66684,                0.64407,                0.42702,                0.84866,                0.94232,                0.95374,                0.95023,                0.74306,                 0.9446,                0.91021,                0.92357,                0.53087,                0.78428,                 1.6159,                0.43992,                0.92791,              0.0043372,              0.0043372,              0.0043372
                    574,                0.72551,                0.69647,                0.49458,                 0.8717,                0.95219,                0.93594,                0.94927,                0.74374,                0.93692,                0.90747,                0.91848,                0.52929,                0.77102,                 1.6941,                0.43606,                0.92365,              0.0043273,              0.0043273,              0.0043273
                    575,                0.68052,                0.66249,                0.42894,                0.85023,                  0.956,                 0.9395,                0.95251,                0.74014,                0.93419,                0.91815,                0.92539,                0.52995,                0.78572,                 1.7327,                0.44981,                0.93324,              0.0043174,              0.0043174,              0.0043174
                    576,                0.67224,                0.66262,                0.44333,                0.84746,                0.95323,                0.94289,                0.94932,                0.73773,                0.92801,                0.91103,                0.91881,                0.51906,                  0.806,                 1.7882,                0.45442,                0.93083,              0.0043075,              0.0043075,              0.0043075
                    577,                0.70896,                 0.6554,                0.44543,                0.85059,                   0.96,                0.94306,                0.94529,                0.73778,                0.92958,                0.91459,                0.91494,                0.51311,                0.79487,                 1.6276,                0.45339,                0.93237,              0.0042976,              0.0042976,              0.0042976
                    578,                0.69605,                0.66856,                0.43428,                0.84898,                0.95808,                0.95018,                0.94296,                0.73506,                0.93185,                 0.9245,                0.91563,                0.52069,                0.77157,                 1.4717,                0.44835,                0.93331,              0.0042877,              0.0042877,              0.0042877
